timestamp,open,high,low,close,volume
1771130700.0,70225.62,70342.0,70113.96,70183.99,144.0333
1771131600.0,70184.0,70295.99,70132.54,70205.38,108.88262
1771132500.0,70205.38,70472.43,70170.0,70331.18,250.86639
1771133400.0,70331.18,70422.75,70274.29,70357.27,101.97681
1771134300.0,70357.28,70444.7,70267.6,70267.61,78.73201
1771135200.0,70267.6,70286.88,70184.09,70231.5,98.70455
1771136100.0,70231.5,70531.0,70200.45,70375.97,188.21409
1771137000.0,70375.97,70540.99,70361.18,70370.3,132.21488
1771137900.0,70370.31,70423.86,70292.97,70405.12,86.58199
1771138800.0,70405.12,70439.76,70307.11,70423.67,118.88808
1771139700.0,70423.67,70880.44,70400.0,70674.99,656.34957
1771140600.0,70675.0,70926.42,70595.4,70741.62,413.00452
1771141500.0,70741.62,70828.43,70690.01,70828.42,237.56058
1771142400.0,70828.43,70983.0,70732.01,70741.82,302.98276
1771143300.0,70741.82,70831.27,70568.01,70568.02,168.12805
1771144200.0,70568.01,70608.8,70182.31,70330.24,354.54314
1771145100.0,70330.23,70454.7,70297.38,70446.52,72.72433
1771146000.0,70446.52,70668.0,70388.3,70582.01,119.87959
1771146900.0,70582.02,70628.82,70513.47,70628.82,60.23295
1771147800.0,70628.81,70631.85,70451.26,70504.23,84.94443
1771148700.0,70504.23,70520.1,70370.3,70419.11,69.93429
1771149600.0,70419.12,70461.92,70208.16,70304.38,129.33317
1771150500.0,70304.37,70453.54,70226.55,70433.43,98.00666
1771151400.0,70433.42,70456.86,70300.0,70456.86,81.876
1771152300.0,70456.85,70523.94,70414.04,70427.02,73.0332
1771153200.0,70427.02,70543.14,70410.0,70419.84,49.53656
1771154100.0,70419.84,70477.86,70350.0,70384.09,67.76667
1771155000.0,70384.09,70387.46,70284.59,70362.8,175.8484
1771155900.0,70362.79,70391.88,70267.6,70295.22,164.48398
1771156800.0,70295.22,70322.29,70164.8,70224.74,217.29447
1771157700.0,70224.74,70393.97,70024.48,70370.31,185.64596
1771158600.0,70370.3,70418.48,70154.24,70260.91,80.57465
1771159500.0,70260.91,70260.92,69309.87,69314.21,543.8308
1771160400.0,69314.22,69554.99,69296.26,69511.1,480.46968
1771161300.0,69511.1,69620.06,69015.11,69056.85,419.25608
1771162200.0,69056.86,69169.82,68878.36,68925.99,590.70609
1771163100.0,68926.0,69069.95,68772.2,68930.0,258.86509
1771164000.0,68930.0,69119.91,68845.72,68957.98,279.79818
1771164900.0,68957.98,69094.0,68956.45,69088.5,99.66548
1771165800.0,69088.5,69219.71,68980.0,69167.88,140.34812
1771166700.0,69167.88,69194.0,69050.0,69170.51,109.51399
1771167600.0,69170.51,69255.6,69109.58,69212.57,111.97909
1771168500.0,69212.57,69212.57,68888.0,68894.5,132.7524
1771169400.0,68894.49,69087.31,68888.03,69085.97,122.70966
1771170300.0,69085.97,69108.69,68958.35,69099.99,79.1555
1771171200.0,69100.0,69100.0,68658.0,68987.81,723.0028
1771172100.0,68987.81,69065.5,68760.62,69065.49,533.52631
1771173000.0,69065.49,69096.43,68922.89,69030.69,127.88035
1771173900.0,69030.7,69084.21,69006.26,69017.75,57.68065
1771174800.0,69017.76,69085.22,68956.6,69069.02,78.78879
1771175700.0,69069.01,69069.01,68915.0,68985.99,61.49677
1771176600.0,68985.99,69061.39,68823.05,68823.06,217.07519
1771177500.0,68823.05,68823.05,68203.6,68641.21,837.35143
1771178400.0,68641.21,68748.88,68440.7,68692.8,177.54475
1771179300.0,68692.8,68800.0,68559.92,68559.92,72.13409
1771180200.0,68559.92,68717.6,68274.31,68700.05,1122.16648
1771181100.0,68700.06,68709.68,68348.14,68451.44,1323.52111
1771182000.0,68451.45,68527.65,68000.0,68177.22,2231.76991
1771182900.0,68177.22,68560.84,68102.67,68549.39,327.33198
1771183800.0,68549.4,68551.4,68208.52,68246.4,128.23506
1771184700.0,68246.41,68443.96,68239.84,68286.63,120.01668
1771185600.0,68286.64,68440.14,68120.0,68418.58,149.50535
1771186500.0,68418.57,68490.0,68294.52,68484.94,83.17003
1771187400.0,68484.95,68560.22,68422.85,68509.62,108.35193
1771188300.0,68509.62,68509.62,68396.78,68450.0,58.91548
1771189200.0,68450.0,68770.3,68450.0,68739.03,112.5438
1771190100.0,68739.03,68813.43,68661.46,68789.99,91.70709
1771191000.0,68789.99,68950.16,68730.75,68735.73,103.34114
1771191900.0,68735.73,68933.64,68711.0,68852.01,99.96757
1771192800.0,68852.01,68959.78,68801.69,68801.96,81.7615
1771193700.0,68801.97,69048.0,68801.06,69011.19,88.26302
1771194600.0,69011.19,69078.49,68969.6,69044.29,73.37488
1771195500.0,69044.29,69078.03,68910.27,68999.96,140.67556
1771196400.0,68999.96,68999.96,68319.64,68490.8,223.24007
1771197300.0,68490.81,68665.22,68400.0,68648.11,109.3278
1771198200.0,68648.11,68800.0,68548.02,68682.4,121.11596
1771199100.0,68682.4,68837.1,68670.53,68832.58,67.36362
1771200000.0,68832.59,69006.0,68732.61,68943.37,113.23313
1771200900.0,68943.38,69065.5,68771.85,68850.96,92.97467
1771201800.0,68850.95,68974.42,68754.01,68754.01,62.75147
1771202700.0,68754.01,68950.0,68700.0,68845.81,80.91057
1771203600.0,68845.81,69041.97,68787.08,68865.2,76.16979
1771204500.0,68865.2,68923.33,68663.45,68722.9,56.36293
1771205400.0,68722.89,68773.8,68454.54,68590.12,87.7416
1771206300.0,68590.13,68670.95,68572.97,68630.81,49.80841
1771207200.0,68630.81,68734.0,68472.06,68566.13,158.58063
1771208100.0,68566.12,68574.94,68325.05,68350.51,278.75656
1771209000.0,68350.51,68526.03,68333.9,68458.17,152.96206
1771209900.0,68458.16,68519.4,68243.68,68320.48,93.43475
1771210800.0,68320.49,68450.82,68311.62,68382.12,85.07894
1771211700.0,68382.12,68416.0,68171.92,68182.59,159.78555
1771212600.0,68182.58,68355.27,68143.22,68353.87,141.61361
1771213500.0,68353.86,68463.96,68324.66,68424.82,66.93357
1771214400.0,68424.82,68665.57,68417.17,68640.0,109.14283
1771215300.0,68640.0,68797.61,68625.7,68783.05,121.27391
1771216200.0,68783.05,68817.45,68692.14,68694.83,109.19528
1771217100.0,68694.84,68894.52,68694.83,68870.07,125.59539
1771218000.0,68870.07,68900.0,68463.96,68473.16,128.81667
1771218900.0,68473.17,68524.8,68385.71,68457.98,71.32488
1771219800.0,68457.99,68493.43,68293.28,68340.84,99.99504
1771220700.0,68340.83,68434.29,68333.45,68385.29,53.74769
1771221600.0,68385.29,68441.73,68352.34,68360.38,55.59583
1771222500.0,68360.38,68394.57,68228.76,68348.37,79.74974
1771223400.0,68348.36,68527.8,68336.22,68474.59,64.74367
1771224300.0,68474.58,68476.57,68400.0,68450.8,40.47691
1771225200.0,68450.8,68630.89,68380.0,68611.54,112.83886
1771226100.0,68611.53,68672.59,68539.71,68575.14,72.03535
1771227000.0,68575.14,68646.0,68440.79,68499.12,88.14202
1771227900.0,68499.12,68611.22,68499.11,68587.9,89.18683
1771228800.0,68587.89,68669.77,68548.19,68549.91,63.37659
1771229700.0,68549.9,68746.76,68542.63,68735.38,84.81106
1771230600.0,68735.38,68770.0,68633.89,68766.18,69.90702
1771231500.0,68766.18,68798.7,68681.49,68762.85,83.72428
1771232400.0,68762.86,68959.97,68748.02,68886.01,130.53252
1771233300.0,68886.01,68974.35,68803.35,68964.62,65.70478
1771234200.0,68964.62,69060.77,68876.27,69029.54,156.53385
1771235100.0,69029.54,69046.03,68941.47,68992.71,100.31366
1771236000.0,68992.7,68992.71,68885.44,68945.91,97.93471
1771236900.0,68945.92,68945.92,68690.85,68797.39,118.88142
1771237800.0,68797.39,68933.59,68747.0,68785.32,75.02652
1771238700.0,68785.32,68840.0,68765.47,68798.22,66.84109
1771239600.0,68798.21,68848.49,68470.0,68515.88,141.98145
1771240500.0,68515.88,68686.3,68338.9,68666.03,154.87245
1771241400.0,68666.04,68717.53,68561.09,68585.81,56.19143
1771242300.0,68585.81,68918.22,68585.81,68812.83,142.46226
1771243200.0,68812.84,68983.99,68812.84,68897.93,171.66523
